EwEVersion,"6.5.13829.0 (compiled 2016-05-17)"
Date,"2016-09-06 16:59:01"
ModelName,Baltic_Proper-SEALS
EcosimScenario,Proper1_SealVuln100_19742100_seal1_cofF03
TimeSeries,new_data_weights_19742100_BAU_WAR1_codF03_seal100
StartYear,1974

Data,"PredationMortality of meiozoobenthos"

Year,"macrozoobenthos",
1974,4.075121
1975,4.075057
1976,4.075128
1977,4.07507
1978,4.075092
1979,4.075096
1980,4.075105
1981,4.07507
1982,4.075101
1983,4.075085
1984,4.075094
1985,4.075069
1986,4.075122
1987,4.075033
1988,4.075115
1989,4.075087
1990,4.075081
1991,4.075076
1992,4.075111
1993,4.075077
1994,4.075099
1995,4.075094
1996,4.075067
1997,4.075099
1998,4.075103
1999,4.075097
2000,4.07504
2001,4.07511
2002,4.075089
2003,4.07511
2004,4.075044
2005,4.075106
2006,4.075092
2007,4.075083
2008,4.075108
2009,4.075073
2010,4.075078
2011,4.0751
2012,4.075093
2013,4.075099
2014,4.075063
2015,4.075098
2016,4.075101
2017,4.075084
2018,4.07509
2019,4.075088
2020,4.075094
2021,4.075084
2022,4.075104
2023,4.075085
2024,4.075089
2025,4.075078
2026,4.075104
2027,4.075084
2028,4.075099
2029,4.075083
2030,4.075091
2031,4.075083
2032,4.075105
2033,4.075076
2034,4.07509
2035,4.075104
2036,4.075065
2037,4.075108
2038,4.075095
2039,4.075078
2040,4.075091
2041,4.07511
2042,4.075058
2043,4.075102
2044,4.075094
2045,4.07508
2046,4.075109
2047,4.07506
2048,4.075114
2049,4.075081
2050,4.075083
2051,4.075099
2052,4.075097
2053,4.075072
2054,4.0751
2055,4.075107
2056,4.075059
2057,4.075096
2058,4.075083
2059,4.075104
2060,4.075078
2061,4.075096
2062,4.075094
2063,4.075085
2064,4.075094
2065,4.075102
2066,4.075081
2067,4.075075
2068,4.075099
2069,4.075096
2070,4.075082
2071,4.075097
2072,4.075087
2073,4.075087
2074,4.075097
2075,4.075094
2076,4.07507
2077,4.075113
2078,4.07508
2079,4.075079
2080,4.075106
2081,4.075084
2082,4.07508
2083,4.075102
2084,4.075086
2085,4.075094
2086,4.07509
2087,4.075088
2088,4.075104
2089,4.075079
2090,4.075093
2091,4.075105
2092,4.075046
2093,4.075113
2094,4.07508
2095,4.075092
2096,4.075087
2097,4.075107
2098,4.075064
